"","X1","X2","Keywords","keywords_clean"
"130","D15","Intertemporal Household Choice; Life Cycle Models and Saving","Bequest, Consumption Smoothing, Discounting, Intergenerational Equity, Intergenerational Transfers, Intertemporal Consumer Choice, Intertemporal Elasticity of Substitution, Life Cycle, Overlapping Generations, Time Discount Rate. ","bequest consumption smoothing discounting intergenerational equity intergenerational transfers intertemporal consumer choice intertemporal elasticity substitution life cycle overlapping generations time discount rate "
"131","D16","Collaborative Consumption","None Specified","none specified"
"132","D18","Consumer Protection","Consumer Protection, Consumerism, Food Safety, Labeling, Product Recall, Product Safety, Protection. ","consumer protection consumerism food safety labeling product recall product safety protection "
"133","D19","Household Behavior and Family Economics: Other","Consumer. ","consumer "
"134","D20","Production and Organizations: General","Organizations, Production, Production Data, Production Measurement. ","organizations production production data production measurement "
"135","D21","Firm Behavior: Theory","Break Even Analysis, Capital Accumulation, Cost Functions, Cost Minimizing, Diversification, Economies of Scale, Economies of Scope, Elasticity of Supply, Enterprise, Factor Demand, Firm, Firm Behavior, Firm Level, Firm Production, Firms, Internal Transfer Pricing, Inventory, Labor Hoarding, Optimal Firm Size, Producer Surplus, Product Durability, Product Mix, Production, Production Factor, Profit Maximization, Profit Rates, Soft Budget Constraint, Supply, Supply Theory, X Inefficiencies. ","break even analysis capital accumulation cost functions cost minimizing diversification economies scale economies scope elasticity supply enterprise factor demand firm firm behavior firm level firm production firms internal transfer pricing inventory labor hoarding optimal firm size producer surplus product durability product mix production production factor profit maximization profit rates soft budget constraint supply supply theory x inefficiencies "
"136","D22","Firm Behavior: Empirical Analysis","Break Even Analysis, Budget Constraint, Capital Accumulation, Capital-Output Ratio, Cost Functions, Cost Minimizing, Diversification, Economies of Scale, Elasticity of Supply, Enterprise, Factor Demand, Firm, Firm Behavior, Firm Growth, Firm Level, Firm Production, Firms, Internal Transfer Pricing, Inventory, Labor Hoarding, Producer Surplus, Product Durability, Product Mix, Production, Profit Rates, Soft Budget Constraint, Supply, X Inefficiencies. ","break even analysis budget constraint capital accumulation capitaloutput ratio cost functions cost minimizing diversification economies scale elasticity supply enterprise factor demand firm firm behavior firm growth firm level firm production firms internal transfer pricing inventory labor hoarding producer surplus product durability product mix production profit rates soft budget constraint supply x inefficiencies "
"137","D23","Organizational Behavior; Transaction Costs; Property Rights","Cost, Institutional Choice, Internal Organization, Organization, Organizational Behavior, Property, Property Rights, Transaction Costs, Transactions. ","cost institutional choice internal organization organization organizational behavior property property rights transaction costs transactions "
"138","D24","Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity","Budget Constraint, Capacity, Capital Labor Substitution, Capital Productivity, Choice of Technique, Cobb Douglas, Cost, Cost Functions, Data Envelopment, Economies of Scale, Efficiency, Elasticities, Elasticity of Supply, Excess Capacity, Factor Demand, Factor Productivity, Factor Proportions, Factor Substitution, Firm Production, Frontier Estimations, Industrial Capacity, Intangible Assets, Isocost, Isoquants, Knowledge Production, Leontief Sraffa, Marginal Efficiency of Capital, Marginal Productivity, Menu Cost, Production, Production Capacity, Production Efficiency Measures, Production Function, Production Index, Production Technology, Productivity, Rate of Return, Real Money Balances, Reswitching, Returns to Scale, Scale Economies, Technological Choice, Translog. ","budget constraint capacity capital labor substitution capital productivity choice technique cobb douglas cost cost functions data envelopment economies scale efficiency elasticities elasticity supply excess capacity factor demand factor productivity factor proportions factor substitution firm production frontier estimations industrial capacity intangible assets isocost isoquants knowledge production leontief sraffa marginal efficiency capital marginal productivity menu cost production production capacity production efficiency measures production function production index production technology productivity rate return real money balances reswitching returns scale scale economies technological choice translog "
"139","D25","Intertemporal Firm Choice: Investment, Capacity, and Financing","Capacity, Capital Accumulation, Depreciation, Financing, Firm Growth, Firm Life Cycle, Intertemporal Firm Choice, Inventory, Investment, Q, Real Options Theory. ","capacity capital accumulation depreciation financing firm growth firm life cycle intertemporal firm choice inventory investment q real options theory "
"140","D26","Crowd-Based Firms","None Specified","none specified"
"141","D29","Production and Organizations: Other","College Performance, Heterogeneous Capital, Research. ","college performance heterogeneous capital research "
"142","D30","Distribution: General","Concentration, Distribution, Distribution Data, Distributive Justice, Fair Division. ","concentration distribution distribution data distributive justice fair division "
"143","D31","Personal Income, Wealth, and Their Distributions","Gini, Gini Coefficient, Income, Inequality, Inheritance, Kuznets Curve, Middle Income, National Wealth, Personal Income Distribution, Redistribution, Relative Distribution, Wage Distribution, Wage Gap, Wage Inequality, Wealth, Wealth Distribution. ","gini gini coefficient income inequality inheritance kuznets curve middle income national wealth personal income distribution redistribution relative distribution wage distribution wage gap wage inequality wealth wealth distribution "
"144","D33","Factor Income Distribution","Capital Share, Factor Income, Factor Shares, Income Distribution, Interest, Rent, Wage Profit, Wage Share. ","capital share factor income factor shares income distribution interest rent wage profit wage share "
"145","D39","Distribution: Other","Distribution. ","distribution "
"146","D40","Market Structure, Pricing, and Design: General","Emergence of Markets, Market Creation, Market Structure, Middlemen, Pricing. ","emergence markets market creation market structure middlemen pricing "
"147","D41","Market Structure, Pricing, and Design: Perfect Competition","Market Price, Perfect Competition, Price Taker. ","market price perfect competition price taker "
"148","D42","Market Structure, Pricing, and Design: Monopoly","Bilateral Monopoly, Durable Goods Monopoly, Full Cost Pricing, Imperfect Competition, Monopolists, Monopoly Pricing, Monopsony, Natural Monopoly, Price Discrimination, Price Maker, Public Monopoly. ","bilateral monopoly durable goods monopoly full cost pricing imperfect competition monopolists monopoly pricing monopsony natural monopoly price discrimination price maker public monopoly "
"149","D43","Market Structure, Pricing, and Design: Oligopoly and Other Forms of Market Imperfection","Basing Point, Bertrand Edgeworth, Bertrand Model, Cobweb Model, Collusion, Collusive Behavior, Cournot Duopoly, Cournot Model, Cournot Nash, Cournot Walras, Differentiation, Duopolies, Duopolists, Duopoly, Exit, Full Cost Pricing, Hotelling Model, Imperfect Competition, Monopolistic Competition, Nash Stackelberg, Nonprice Competition, Oligopolists, Oligopoly Pricing, Price Leadership, Quantity Competition, Stackelberg Equilibrium. ","basing point bertrand edgeworth bertrand model cobweb model collusion collusive behavior cournot duopoly cournot model cournot nash cournot walras differentiation duopolies duopolists duopoly exit full cost pricing hotelling model imperfect competition monopolistic competition nash stackelberg nonprice competition oligopolists oligopoly pricing price leadership quantity competition stackelberg equilibrium "
